OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
26051,40130923074.0,40130923074.0,4,13,92307,4,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,157.6268197,0.0,157.6268197,157.6268197,1009,329.0,329.0,0.548,19,0.05775076,104,0.316109422,206,0.626139818,568,113,242,213,0.198943662,247,247,0,0,0,0,247,0,0,0,0,0,0,0,59,150,38,0.238866397,2.08720826,6.401194936,1.566992219,1.566992219,0.0,0.0,0.0,0.0,1.566992219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.654200479,0,0.750759878,0.0,0.0,0.0,0.0,0.985330891,0.375559902,0.418104361,0.716047984,0.393312102,0.606134969,2.299595142,0.272642152,23.15535353,0.0,0.939223863,22.21612967,136.7401819,0.0,12.18066826,4.060222754,125.8669054,40.60222754,725.55,0.0,0.0,4.0,16.24089102,0.003964321,88051,82683,36883,52216,0.000335572,0.349457266,0.000405121,0.561198102,0.000297376,0.118777031,0.000654941,0.319870621,20,1,17,14,13.83333333,3195.48483,637909.2984
26052,40138103003.0,40138103003.0,4,13,810300,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,252.111188,0.0,252.111188,252.11119,3074,1160.0,1160.0,0.659,14,0.012068966,525,0.452586207,621,0.535344828,1276,219,384,673,0.171630094,250,0,2,34,186,28,0,2,34,28,28,1,157,0,43,116,91,0.172,4.601144439,12.19303276,0.991625957,0.0,0.007933008,0.13486113,0.737769712,0.111062107,0.0,0.007933008,0.13486113,0.111062107,0.111062107,0.003966504,0.622741101,0.0,5.592770396,0,0.215517241,0.559165716,0.481639132,0.622067053,0.536006668,0.375735749,0.465830426,0.506103525,0.44420427,0.150421179,0.327653997,5.104,0.016506517,24.72630877,3.883969341,2.197038006,18.64530142,125.2907507,7.615687409,15.23137482,0.0,149.7751857,15.23137482,-99999.0,0.0,0.0,2.0,5.077124939,0.000650618,165153,122432,-99999,-99999,0.000629417,0.655460084,0.000599878,0.830988305,-99999.0,-99999.0,-99999.0,-99999.0,7,9,16,1,8.333333333,4725.368726,1020275.654
26053,40138104001.0,40138104001.0,4,13,810400,1,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,176.4931518,0.0,176.4931518,176.4931518,834,215.0,215.0,0.483,0,0.0,0,0.0,215,1.0,486,78,127,281,0.160493827,174,2,6,132,34,0,2,6,132,31,0,0,3,0,9,90,75,0.051724138,1.218177577,4.72539581,0.985873946,0.011331884,0.033995653,0.747904373,0.192642035,0.0,0.011331884,0.033995653,0.747904373,0.175644209,0.0,0.0,0.016997827,0.0,2.204051523,0,0.809302326,0.502093773,0.432480036,0.46871321,0.36277279,0.62066764,0.508954137,0.439182037,0.489795111,0.345238095,0.527272727,2.793103448,0.166442821,20.98251737,2.391595753,0.773065569,17.81785605,91.90611553,3.62620302,10.87860906,0.0,116.0384966,7.252406039,907.94,0.0,0.0,4.0,14.50481208,0.004796163,133243,86107,73480,47960,0.000507804,0.52881551,0.000421897,0.584437974,0.000592445,0.236633035,0.000601559,0.293798739,14,5,14,13,12.16666667,3508.025429,714256.9157
26054,40138104003.0,40138104003.0,4,13,810400,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,200.7746804,0.0,200.7746804,200.7746804,804,380.0,336.0,0.69,21,0.0625,89,0.264880952,226,0.672619048,480,80,127,273,0.166666667,761,42,5,603,72,39,42,5,603,33,39,39,0,0,69,225,467,0.090670171,1.892668932,4.004489004,3.790318572,0.209189724,0.024903539,3.003366753,0.358610956,0.194247601,0.209189724,0.024903539,3.003366753,0.164363355,0.194247601,0.194247601,0.0,0.0,5.682987505,0,2.264880952,0.467651892,0.467651892,0.456483188,0.393330641,0.635255712,0.837040247,0.798062102,0.67739918,0.972523962,0.773569702,0.630749014,0.691251894,15.00871514,4.626921014,0.44426165,9.93753248,34.01225686,12.75061175,0.0,0.0,31.87652939,12.75061175,473.42,0.0,0.0,6.33,20.1778431,0.007873134,136803,85508,77524,43132,0.000521372,0.542944457,0.000418962,0.580372354,0.000625051,0.249656225,0.000541001,0.264222836,14,5,8,16,11.16666667,4335.730465,812525.4202
26055,40138104004.0,40138104004.0,4,13,810400,4,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,452.165819,0.0,452.165819,446.23513,2652,958.0,958.0,0.691,15,0.01565762,296,0.308977035,647,0.675365344,1271,247,366,658,0.194335169,2194,20,180,1370,522,102,20,180,1370,235,102,187,100,0,281,649,1264,0.128076572,2.146850249,5.943055178,4.916690445,0.044819421,0.403374786,3.070130314,1.169786879,0.228579045,0.044819421,0.403374786,3.070130314,0.526628193,0.228579045,0.419061583,0.224097103,0.0,7.063540694,0,2.290187891,0.63767165,0.63767165,0.655010106,0.612948615,0.741465833,0.724792037,0.689990968,0.56772213,0.905489063,0.733621934,0.579307201,0.656591776,20.35016921,3.461164101,0.007464799,16.88154031,90.14887523,12.73868956,0.0,0.0,103.3249265,21.23114927,634.35,0.0,0.0,6.33,8.959544994,0.002386878,125657,82659,67145,46769,0.000478893,0.498708154,0.000405003,0.561035206,0.000541368,0.21623197,0.00058662,0.286502778,17,12,13,14,13.83333333,5571.771116,1829888.605
26056,40138105001.0,40138105001.0,4,13,810500,1,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,183.9311089,0.0,183.9311089,178.15041,2008,776.0,776.0,0.764,0,0.0,154,0.198453608,622,0.801546392,1002,189,267,546,0.188622754,182,10,46,9,61,56,10,46,9,46,56,0,15,0,62,54,66,0.340659341,4.355869852,11.27137456,1.021608651,0.056132343,0.25820878,0.050519109,0.342407295,0.314341123,0.056132343,0.25820878,0.050519109,0.25820878,0.314341123,0.0,0.084198515,0.0,5.377478503,0,0.234536082,0.860404954,0.860404954,0.87719317,0.75583715,0.41817542,0.555634567,0.612981544,0.437848485,0.166210046,0.307432432,5.505494505,0.011048125,22.09973134,2.625706817,0.405734806,19.06828972,93.99345278,6.959127293,0.0,0.0,135.7029822,3.479563647,591.43,0.0,0.0,5.0,17.39781823,0.00249004,111452,78592,72163,48782,0.000424756,0.442331276,0.000385076,0.533431071,0.000581827,0.232391804,0.000611869,0.298834239,8,18,14,15,14.0,3963.654073,744358.0811
26057,40138105002.0,40138105002.0,4,13,810500,2,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,298.6527201,6.3129108,292.3398093,292.33981,1224,616.0,564.0,0.685,30,0.053191489,402,0.712765957,132,0.234042553,623,102,171,350,0.163723917,1545,29,176,513,660,167,29,176,513,484,167,48,128,0,182,619,744,0.117799353,2.107136897,4.186908379,5.284945625,0.099199627,0.602039113,1.754807188,2.257646675,0.571253022,0.099199627,0.602039113,1.754807188,1.655607562,0.571253022,0.164192485,0.437846628,0.0,7.392082522,0,2.739361702,0.80274556,0.80274556,0.825551574,0.772538758,0.852315871,0.6587548,0.672124543,0.452918823,0.884073673,0.574723247,0.403236246,0.550590603,18.08216984,4.126843904,0.240276654,13.71504928,66.43665824,17.51386516,0.0,0.0,89.75855893,6.567699434,740.3,0.0,0.0,7.33,16.04707895,0.005988562,118080,78430,56920,31423,0.000450016,0.468636517,0.000384282,0.532331521,0.000458928,0.183303652,0.000394136,0.192494533,20,18,11,14,14.66666667,4912.435745,1208630.267
26058,40138106001.0,40138106001.0,4,13,810600,1,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,238.5698609,0.0,238.5698609,232.68329,1540,570.0,570.0,0.594,0,0.0,196,0.343859649,374,0.656140351,816,167,200,449,0.204656863,516,100,8,13,208,187,100,8,13,57,187,0,151,0,200,212,104,0.387596899,2.449681711,6.618438307,2.217606602,0.429768721,0.034381498,0.055869934,0.89391894,0.803667509,0.429768721,0.034381498,0.055869934,0.244968171,0.803667509,0.0,0.648950769,0.0,4.667288313,0,0.905263158,0.751464826,0.751464826,0.807112017,0.695451433,0.706880364,0.73529201,0.81404191,0.535033642,0.501945525,0.774774775,1.581395349,0.559117658,27.60070749,3.994795247,0.280711974,23.32520027,143.1302339,21.46121887,0.0,0.0,166.3244462,32.1918283,587.41,0.0,0.0,7.33,19.66384179,0.00475974,137435,100230,82378,57500,0.00052378,0.545452741,0.000491095,0.680295657,0.000664187,0.265287917,0.000721218,0.35223994,16,15,17,15,15.83333333,4788.740143,965481.4866
26059,40138106002.0,40138106002.0,4,13,810600,2,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,151.3966874,0.0,151.3966874,151.3966874,1488,449.0,449.0,0.589,0,0.0,16,0.035634744,433,0.964365256,591,111,146,334,0.187817259,66,0,4,1,27,34,0,4,1,16,34,2,9,0,36,21,9,0.545454545,2.965718786,9.82848453,0.435940846,0.0,0.026420657,0.006605164,0.178339437,0.224575587,0.0,0.026420657,0.006605164,0.105682629,0.224575587,0.013210329,0.059446479,0.0,3.401659632,0,0.146993318,0.678593278,0.584508435,0.723455488,0.623368436,0.312795264,0.472454024,0.524543836,0.32131861,0.084942085,0.200913242,8.954545455,0.000351063,21.38255501,4.374527036,0.0,17.00802797,56.38802372,8.454610348,0.0,0.0,71.86418796,8.454610348,793.94,0.0,0.0,4.0,16.9092207,0.002688172,113579,83084,86925,60042,0.000432862,0.450772925,0.000407085,0.563919828,0.000700848,0.279930955,0.000753102,0.367812008,5,12,10,14,10.83333333,3044.337953,612693.0173
26060,40138106003.0,40138106003.0,4,13,810600,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,357.5682789,0.0,357.5682789,324.73055,1622,667.0,667.0,0.688,59,0.088455772,170,0.254872564,438,0.656671664,936,155,227,554,0.165598291,1143,62,115,347,443,176,62,115,347,287,176,0,156,0,186,386,571,0.162729659,2.054010625,4.994910396,3.519841296,0.190927524,0.354139763,1.068578241,1.364207956,0.541987811,0.190927524,0.354139763,1.068578241,0.883809669,0.541987811,0.0,0.480398287,0.0,5.573851921,0,1.713643178,0.873897918,0.873897918,0.925308449,0.797295881,0.86302893,0.735655836,0.769669842,0.501338287,0.82676311,0.9004329,0.818897638,0.834349948,22.04762035,3.613796994,0.0,18.43382336,115.2012704,10.73920766,0.0,0.0,159.298247,8.949339717,765.78,0.0,0.0,7.0,12.5290756,0.00431566,96247,68155,32828,23102,0.000366808,0.381985593,0.000333938,0.462591544,0.000264682,0.105718417,0.000289767,0.141520819,20,19,15,14,16.16666667,5371.244491,1447059.311
26061,40138106004.0,40138106004.0,4,13,810600,4,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,132.5857057,0.0,132.5857057,132.5857057,1683,830.0,792.0,0.674,74,0.093434343,420,0.53030303,298,0.376262626,1039,232,254,553,0.223291627,138,7,5,8,68,50,7,5,8,35,50,0,33,0,49,55,34,0.355072464,6.260101688,12.69367607,1.040836184,0.052796038,0.037711456,0.06033833,0.512875801,0.377114559,0.052796038,0.037711456,0.06033833,0.263980192,0.377114559,0.0,0.248895609,0.0,7.300937872,0,0.174242424,0.716467803,0.716467803,0.834067349,0.718677606,0.329847747,0.519224786,0.572913266,0.382572435,0.151565074,0.234494477,7.528985507,0.001460487,31.30128793,4.811008348,0.035002343,26.45527724,202.8140202,28.96239817,0.0,0.0,231.6991854,48.27066361,450.62,0.0,0.0,5.0,24.13533181,0.002970885,112767,81418,97205,64831,0.000429768,0.447550255,0.000398923,0.55261211,0.000783732,0.313036393,0.00081317,0.397149001,6,16,19,16,15.33333333,3170.971944,536568.3152
26062,40138107001.0,40138107001.0,4,13,810700,1,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,146.7447828,0.0,146.7447828,146.7447828,1271,489.0,475.0,0.725,0,0.0,46,0.096842105,429,0.903157895,741,145,235,361,0.195681511,283,22,8,97,104,52,22,8,97,70,52,15,19,0,51,61,171,0.180212014,3.332316084,8.661295998,1.928518306,0.149920151,0.054516419,0.661011575,0.708713441,0.354356721,0.149920151,0.054516419,0.661011575,0.477018662,0.354356721,0.102218285,0.129476494,0.0,5.260834391,0,0.595789474,0.836046144,0.836046144,0.853201279,0.798412937,0.649128836,0.698178265,0.736208872,0.858935868,0.364221364,0.552734375,2.618374558,0.198220633,29.80623325,4.653594371,0.023295392,25.12934349,146.8846768,21.80656742,0.0,0.0,161.3685989,39.25182136,481.46,0.0,0.0,4.0,17.44525394,0.003147128,138496,101402,81012,59074,0.000527824,0.549663644,0.000496838,0.688250426,0.000653174,0.260888887,0.000740961,0.361882125,15,19,17,16,16.66666667,3526.924691,593868.4875
26063,40130405282.0,40130405282.0,4,13,40528,2,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,261.8694141,0.0,261.8694141,261.8694141,947,655.0,549.0,0.196,0,0.0,314,0.571948998,235,0.428051002,104,36,19,49,0.346153846,37,16,12,2,7,0,16,12,2,7,0,0,0,0,2,14,21,0.054054054,2.50124667,3.616306254,0.141291797,0.061099155,0.045824366,0.007637394,0.02673088,0.0,0.061099155,0.045824366,0.007637394,0.02673088,0.0,0.0,0.0,0.0,2.642538467,0,0.067395264,0.86592892,0.745870573,0.86592892,0.577285947,0.193431731,0.216149198,0.237632047,0.00013419,0.075203252,0.524822695,2.810810811,0.163521498,22.90093298,0.0,6.94849758,15.9524354,74.98088338,0.0,2.443966212,9.775864848,95.31468227,0.0,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,14436,26301,-99999,-99999,5.50172e-05,0.057293672,0.000128867,0.178513979,-99999.0,-99999.0,-99999.0,-99999.0,3,11,12,1,6.666666667,4860.368545,1059770.73
26064,40130405283.0,40130405283.0,4,13,40528,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,285.1852759,0.0,285.1852759,285.1852759,732,572.0,436.0,0.104,0,0.0,308,0.706422018,128,0.293577982,91,25,31,35,0.274725275,52,0,52,0,0,0,0,52,0,0,0,0,0,0,4,15,33,0.076923077,2.005713648,2.56675243,0.182337604,0.0,0.182337604,0.0,0.0,0.0,0.0,0.182337604,0.0,0.0,0.0,0.0,0.0,0.0,2.188051252,0,0.119266055,0.0,0.0,0.0,0.0,0.489443832,0.078094504,0.086941264,1.21e-13,0.132653061,0.727272727,1.75,0.472366553,17.92931741,2.475010198,3.036414461,12.41789275,68.10113158,0.0,0.0,8.976620521,85.27789495,2.24415513,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,12314,22661,-99999,-99999,4.693e-05,0.048871867,0.000111032,0.15380804,-99999.0,-99999.0,-99999.0,-99999.0,10,1,11,1,5.833333333,6974.586959,1154128.615
26065,40130610183.0,40130610183.0,4,13,61018,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,374.6038471,0.0182854,374.5855617,374.5855617,1039,793.0,598.0,0.221,15,0.025083612,288,0.481605351,295,0.493311037,250,94,71,85,0.376,11,0,9,1,1,0,0,9,1,1,0,0,0,0,0,2,9,0.0,2.117006316,2.773732109,0.029365787,0.0,0.024026553,0.002669617,0.002669617,0.0,0.0,0.024026553,0.002669617,0.002669617,0.0,0.0,0.0,0.0,2.146372103,0,0.018394649,0.546294702,0.372904148,0.546294702,0.288618872,0.073029073,0.03286904,0.03489812,0.0,0.020952381,0.084291188,22.72727273,3.66408e-10,18.2291484,1.150561253,1.327672585,15.75091456,80.90349202,3.417109816,1.708554908,3.417109816,93.97051995,13.66843927,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,40731,45958,-99999,-99999,0.00015523,0.161653404,0.00022518,0.311932832,-99999.0,-99999.0,-99999.0,-99999.0,1,3,13,1,5.333333333,5005.818476,1516000.0
26066,40130610192.0,40130610192.0,4,13,61019,2,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,1274.435053,0.0,1274.435053,1274.435053,496,204.0,186.0,0.593,0,0.0,67,0.360215054,119,0.639784946,511,93,178,240,0.181996086,142,0,14,69,47,12,0,14,69,47,12,0,0,0,50,47,45,0.352112676,0.160070927,0.389192057,0.11142192,0.0,0.01098526,0.054141637,0.036879086,0.009415937,0.0,0.01098526,0.054141637,0.036879086,0.009415937,0.0,0.0,0.0,0.271492846,0,0.76344086,0.832351086,0.716948202,0.832351086,0.554900724,0.735455245,0.632635395,0.635360384,0.951516648,0.445141066,0.434915773,3.598591549,0.074378263,11.51702442,5.835552435,1.070453995,4.611017988,27.63263606,6.026199596,3.515283098,0.0,34.14846438,2.510916498,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,43995,48344,-99999,-99999,0.00016767,0.174607584,0.00023687,0.328127439,-99999.0,-99999.0,-99999.0,-99999.0,17,10,7,1,7.166666667,9631.396492,5157569.447
26067,40130610193.0,40130610193.0,4,13,61019,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,642.798527,0.0,642.798527,642.798527,2197,587.0,587.0,0.508,0,0.0,124,0.211243612,463,0.788756388,1489,314,476,699,0.210879785,34,20,3,7,4,0,20,3,7,4,0,0,0,0,9,16,9,0.264705882,0.913194376,3.417867197,0.052893712,0.031113948,0.004667092,0.010889882,0.00622279,0.0,0.031113948,0.004667092,0.010889882,0.00622279,0.0,0.0,0.0,0.0,0.966088088,0,0.057921635,0.796011805,0.685647249,0.796011805,0.530674537,0.169431335,0.192533478,0.205837419,4.53999e-05,0.030479606,0.04464872,43.79411765,0.0,14.91158163,2.053864513,2.105022964,10.75269415,47.14883237,1.991292678,3.982585355,1.991292678,60.73442667,1.991292678,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,57127,62966,-99999,-99999,0.000217717,0.226725934,0.000308514,0.427372008,-99999.0,-99999.0,-99999.0,-99999.0,2,9,9,1,5.166666667,6451.560447,2601369.941
26068,40130610201.0,40130610201.0,4,13,61020,1,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,162.4852999,0.0,162.4852999,162.4852999,1145,422.0,403.0,0.64,20,0.049627792,20,0.049627792,363,0.900744417,534,103,132,299,0.192883895,115,1,4,8,102,0,1,4,8,23,0,27,52,0,34,47,34,0.295652174,2.597158021,7.046791314,0.707756333,0.006154403,0.024617612,0.049235223,0.627749095,0.0,0.006154403,0.024617612,0.049235223,0.141551267,0.0,0.166168878,0.320028951,0.0,3.304914354,0,0.285359801,0.324539004,0.279542683,0.761543645,0.656187255,0.391018554,0.402419669,0.439605612,0.683767736,0.182539683,0.354391371,4.643478261,0.02616119,20.00306295,3.411619625,1.315783321,15.27566,72.24185823,7.877635705,7.877635705,0.0,82.7151749,11.81645356,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,39909,44821,-99999,-99999,0.000152098,0.158391046,0.000219609,0.30421562,-99999.0,-99999.0,-99999.0,-99999.0,7,14,12,1,7.833333333,3530.688227,657568.5473
26069,40130610203.0,40130610203.0,4,13,61020,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,325.2646488,0.0,325.2646488,275.80274,1521,498.0,438.0,0.56,12,0.02739726,101,0.230593607,325,0.742009132,819,142,225,452,0.173382173,284,52,18,29,159,26,52,18,29,80,26,0,79,0,94,113,77,0.330985915,1.805638334,5.514811057,1.02972146,0.188540549,0.065264036,0.105147614,0.576498986,0.094270274,0.188540549,0.065264036,0.105147614,0.290062383,0.094270274,0.0,0.286436603,0.0,2.835359794,0,0.648401826,0.784324787,0.784324787,0.921092255,0.793662979,0.651181406,0.683641153,0.74580537,0.711577373,0.31468144,0.514959202,2.883802817,0.152010935,24.87275721,1.79951734,4.768754973,18.3044849,169.9440754,7.870514086,9.838142607,7.870514086,206.6009948,17.70865669,1007.18,0.0,0.0,2.0,3.935257043,0.001314924,52091,54912,5179,5248,0.000198525,0.206739031,0.000269051,0.372706726,4.17566e-05,0.016678314,6.58253e-05,0.032148786,15,19,18,13,16.0,5650.972516,1316327.985
26070,40130610211.0,40130610211.0,4,13,61021,1,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,479.2361182,0.0,479.2361182,479.23612,2208,589.0,566.0,0.539,0,0.0,101,0.17844523,465,0.82155477,1085,211,259,615,0.194470046,1575,5,12,13,1538,7,5,12,13,81,7,1327,130,0,487,395,693,0.309206349,1.229039247,4.607332185,3.286480159,0.01043327,0.025039849,0.027126503,3.209273959,0.014606578,0.01043327,0.025039849,0.027126503,0.16901898,0.014606578,2.76898995,0.271265029,0.0,4.515519406,0,2.782685512,0.088416774,0.088416774,0.319621237,0.299096751,0.380772542,0.230627502,0.254306789,0.418659044,0.832672482,0.815789474,0.688888889,0.732632468,14.33639862,1.890937203,1.153313052,11.29214837,57.89079526,4.006375828,4.006375828,1.335458609,58.76017881,14.6900447,-99999.0,0.0,0.0,4.67,6.236591706,0.002115036,58637,63251,-99999,-99999,0.000223472,0.23271883,0.00030991,0.429306401,-99999.0,-99999.0,-99999.0,-99999.0,7,4,10,1,5.5,5726.878414,1939439.878
26071,40130610221.0,40130610221.0,4,13,61022,1,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,645.479562,0.0,645.479562,645.479562,3735,1187.0,1107.0,0.549,18,0.016260163,300,0.27100271,789,0.712737127,1686,293,621,772,0.173784104,602,389,11,45,44,113,389,11,45,42,113,0,2,0,262,242,98,0.435215947,1.838942811,5.786395449,0.932639909,0.602652699,0.017041593,0.069715608,0.068166372,0.175063637,0.602652699,0.017041593,0.069715608,0.065067901,0.175063637,0.0,0.003098471,0.0,2.77158272,0,0.543812105,0.65513348,0.65513348,0.596012749,0.513556869,0.569409135,0.674950811,0.740024932,0.832792294,0.277611252,0.526223776,2.800664452,0.165189092,17.3858125,2.600847881,1.120068212,13.6648964,68.11382201,6.940576067,4.957554334,1.983021734,85.26993454,5.949065201,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,54131,59537,-99999,-99999,0.000206299,0.214835394,0.000291713,0.404098199,-99999.0,-99999.0,-99999.0,-99999.0,12,9,11,1,7.5,6459.243935,2612221.898
26072,40130610222.0,40130610222.0,4,13,61022,2,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,624.2205606,0.0,624.2205606,609.5068,3546,1220.0,1192.0,0.671,24,0.020134228,340,0.285234899,828,0.694630872,1963,380,736,847,0.193581253,93,14,8,45,26,0,14,8,45,18,0,0,8,0,29,33,31,0.311827957,2.001618358,5.817818604,0.152582383,0.022969391,0.013125366,0.073830185,0.04265744,0.0,0.022969391,0.013125366,0.073830185,0.029532074,0.0,0.0,0.013125366,0.0,2.154200741,0,0.078020134,0.868247196,0.747867428,0.855086361,0.661816348,0.2155087,0.2057637,0.206708359,6.26765e-05,0.051112943,0.090466926,21.10752688,1.85102e-09,19.28517489,2.722475477,1.941929478,14.62076994,98.45443082,5.12639314,4.101114512,4.101114512,78.94645436,38.96058787,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,52326,54866,-99999,-99999,0.00019942,0.2076717,0.000268826,0.372394508,-99999.0,-99999.0,-99999.0,-99999.0,3,14,14,1,7.833333333,6372.744547,2526183.69
26073,40130610223.0,40130610223.0,4,13,61022,3,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,628.4360866,3.0726885,625.3633981,625.3633981,2834,981.0,915.0,0.662,16,0.017486339,400,0.43715847,499,0.545355191,1439,286,521,632,0.198749131,105,1,0,43,54,7,1,0,43,38,7,0,16,0,22,60,23,0.20952381,1.568687907,4.531765064,0.167902375,0.00159907,0.0,0.06876002,0.086349793,0.011193492,0.00159907,0.0,0.06876002,0.060764669,0.011193492,0.0,0.025585124,0.0,1.736590282,0,0.114754098,0.67262374,0.579366554,0.773551148,0.598710047,0.265611809,0.316485137,0.32850416,0.021666822,0.071452875,0.136010363,13.7047619,3.03663e-06,12.69638625,2.377848531,2.232756685,8.085781032,42.32086508,6.140429727,9.210644591,2.046809909,51.17024773,0.0,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,64299,65789,-99999,-99999,0.000245051,0.255190205,0.000322345,0.446532684,-99999.0,-99999.0,-99999.0,-99999.0,4,12,9,1,6.0,6387.5053,2543248.949
26074,40130610232.0,40130610232.0,4,13,61023,2,429.0,"Phoenix-Mesa, AZ",38060.0,"Phoenix-Mesa-Chandler, AZ",4673634,2007240,1958550,643.6394083,0.0,643.6394083,643.6394083,2397,822.0,778.0,0.628,0,0.0,201,0.258354756,577,0.741645244,1034,190,345,499,0.183752418,60,0,3,7,29,21,0,3,7,28,21,0,1,0,22,26,12,0.366666667,1.277112603,3.724134926,0.093219898,0.0,0.004660995,0.010875655,0.045056284,0.032626964,0.0,0.004660995,0.010875655,0.043502619,0.032626964,0.0,0.001553665,0.0,1.370332501,0,0.077120823,0.807391242,0.695448962,0.740494221,0.573124778,0.209946089,0.334076785,0.366041471,0.024989112,0.048840049,0.109689214,17.23333333,8.91154e-08,15.20620025,0.440065043,2.903794138,11.86234107,49.73915454,0.0,12.92649252,2.983036736,52.70031568,2.983036736,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,43311,48837,-99999,-99999,0.000165063,0.171892922,0.000239286,0.331473601,-99999.0,-99999.0,-99999.0,-99999.0,3,11,9,1,5.666666667,6472.505514,2604770.855
